kkst1515659903;Zayn Underwear;I'm creating an underwear line that is fun, vibrant and above all - comfortable!;15000;zayn-underwear;;AU;AUD;1427316186;1427316186;1424649131;1424727786;17;0
kkst185632522;Green Development Eco-Communities;Want to create large scale model of ecologically sustainable Housing units (condos) that use all aspects of ecological sustainability.;25000;green-development-eco-communities;;US;USD;1427316614;1427316614;1424649245;1424728214;0;0
kkst119022639;Listening to the Land: Audio Stories of Ohio Farmlands;Oral histories of the individual Ohio farmlands that are being preserved and protected from suburban sprawl and development;18000;listening-to-the-land-audio-stories-of-ohio-farmla;;US;USD;1427316723;1427316727;1424635941;1424728375;11;0
kkst1233829162;Djamga;Pick Up Games Locator - Amateur Sports Hub.;50000;djamga;;CA;CAD;1427317046;1427317046;1423257107;1424728646;8;0
kkst1459512255;Tire pressure monitor caps 26 PSI - 165 PSI for all vehicles;Check you tire pressure at a glance, made of brass, attach to valve stem. Green= proper air, Red= 10% loss...air tire immediately.;125000;tire-pressure-monitor-caps-26-psi-165-psi-for-all;;US;USD;1427317140;1427317144;1424451276;1424728740;25;0
kkst938699454;13th Floor;If only I can share how the glory of truth is on the 13th floor through the 11th gate. Allow me to share the world through my eyes.;5e+05;13th-floor;;US;USD;1427317200;1427317216;1426970167;1426978747;0;0
kkst1941946839;motorised electric couch music video;I want to make a parody music video to afroman's because I got high, need funds to create the couch, it will not be the only film made!;500;motorised-electric-couch-music-video;;AU;AUD;1427317223;1427317227;1424260986;1424728823;2;0
kkst327922986;The Remnants (Canceled);When a zombie apocalypse strikes, What would you do? Uncover the truths behind the origin or fight to survive at all costs?;10000;the-remnants;;US;USD;1427317503;1422146410;1422130372;1422137103;0;0
kkst249397129;My Nude Year by JW Purdy;One nude photo per day for an entire year, no skipping days or missing allowed for any reason. A form of the 365 challenge but nude.;4000;my-nude-year-by-jw-purdy;;US;USD;1427317507;1427317510;1424578399;1424729107;16;0
kkst1956674545;Night Runner 270° Shoe Lights;Night Runner 270° Shoe Lights safely illuminate your path to run, walk, bike, and hike from dusk until dawn. See More / Run More;35000;night-runner-270-shoe-lights;;US;USD;1427317738;1427317742;1423874323;1424729338;560;1
