kkst739643123;DC State Fair 2013;DC State Fair celebrates the home-grown passions of DC talented bakers, brewers, canners, beekeepers, gardeners, artists, and kids.;3500;dc-state-fair-2013;;US;USD;1378007940;1378007942;1374458184;1376265476;113;1
kkst1475094942;| PRE-SALE | (1)ne Drop: Shifting the Lens on Race;Pre-order the book at 25% off the cover price and help to build the foundation for BLACKprint Press.;13500;pre-sale-1ne-drop-shifting-the-lens-on-race;;US;USD;1378007940;1378007942;1374028938;1375160429;511;1
kkst27504091;Shipwreck Letterpress;Hand made, paper cut, cards, invitations, and curios.;2000;shipwreck-letterpress;;US;USD;1378007940;1378007942;1375905788;1376078741;59;1
kkst658754396;OLATO... The book about the Giant Ants from Mars;The inhabitants of Mars have found a way to bring life back to their desolate planet, but many of them are very resistant to change.;5500;olato-the-book-about-giant-ants-from-mars;;US;USD;1378008000;1378008036;1369888874;1375159638;3;0
kkst745818217;The Gospel: According to Poetry...An Anthology;70 poets. 7 countries. 1 anthology. 1 mission...to spread Good Newz.;8001;the-gospel-according-to-poetryan-anthology;;US;USD;1378008051;1378008051;1374234380;1375329651;19;0
kkst1418124155;The Only Way Up is Down;"\"A life size infinity stairwell based on a small sculpture first created in 2009.  The  super-sized  version will amaze you and me!\"";7500;the-only-way-up-is-down;;US;USD;1378008273;1378008273;1366167776;1375329873;78;1
kkst1216510959;Tanyon Sann Allison: The Year We Left Home (Album kickoff);"For the past two years I've been on an endeavor to launch my career in music. Please, if you would; make this the year we left home.";6500;tanyon-sann-allison-the-year-we-left-home-album-ki;;US;USD;1378011402;1378011405;1368640621;1375333002;105;1
kkst1303539375;One Novel Set In Each State. Help Me Choose The First State!;Short novels, one set in each state. Each $5 pledge is a vote for the first state in the series. Your home state could be first!;5050;fifty-states-of-grace;;US;USD;1378011540;1378011540;1373490820;1374531819;25;0
kkst2001569968;Liberal Dan Radio 2013 Redux;A live and downloadable left leaning political podcast that covers today's issues with humor and an original point of view.;600;liberal-dan-radio-2013-redux;;US;USD;1378011540;1378011540;1373380526;1373490267;9;0
kkst1574664243;Collection Day (Sci-fi Action Dramatic Short);A near-future government enforcer struggles with her loyalties when her dystopian programming begins to crack.;9000;collection-day-sci-fi-action-dramatic-short;;US;USD;1378011540;1378011540;1375288970;1375899108;303;1
kkst1330997524;Clashing Blades! - Two-player, sword-fighting poker deck;A fast-and-furious sword-fighting duel, using a specially illustrated poker deck!;800;clashing-blades-two-player-sword-fighting-poker-de;;US;USD;1378011540;1378011540;1373149282;1374039606;123;1
kkst2104898090;Debut Worship EP;Kick the overdrive pedal, rhythm and groove mixed with worship. This is Jonathan overwhelmed by God's grace.;3000;debut-worship-ep;;US;USD;1378011540;1378011540;1359262528;1375386783;19;0
kkst222326675;Join Me In My Goal of Finishing My Album!!;Hello friends/fans! I am in the midst of recording my 1st full-length album, and I'm inviting YOU to help me finish it & get a copy!!;600;join-me-in-my-goal-of-finishing-my-album;;US;USD;1378011540;1378011540;1363151240;1375075124;7;0
kkst928965109;Everyone in the World is Special but You;This children's book uses humor to address a number of issues faced by adolescents.;4000;everyone-in-the-world-is-special-but-you;;US;USD;1378011540;1378011540;1372862895;1375335902;18;0
kkst1705890300;Fear of Girls: The Series;"Fear of Girls  has returned!  Support the further adventures of Doug-Doug and Ray!  True Love is but a +2 Broadsword away...\"";7500;fear-of-girls-the-series;;US;USD;1378011600;1378011634;1373734433;1375292161;152;1
kkst789854084;"\"David Gregory  Songs From Flatland  EP\"";We have 30 days to fund a record that so many have connected with already. Join the project and be a part of the conversation!;3500;david-gregory-songs-from-flatland-ep;;US;USD;1378011600;1378011634;1373591418;1375240813;66;0
kkst1020393491;Erick Willis - FIRST FULL LENGTH ALBUM;Time to begin work on my first full length album and I'd like YOU to be a part of it!;6000;erick-willis-first-full-length-album;;US;USD;1378011691;1378011693;1366225750;1374123691;64;1
kkst1947885727;If Only Words Could Keep Me Warm: a debut full length album;Songwriter Mandy Troxel returns from a decade-long hiatus with a new batch of originals featuring the bittersweetness of love & life.;4000;if-only-words-could-keep-me-warm-a-debut-full-leng;;US;USD;1378013678;1378013678;1372443505;1375421678;98;1
kkst1033689032;The Guy Moments Movement;An animated comedy show that reveals what men go through during their relationships in marriage, dating, and everyday living.;5000;the-guy-moments-movement;;US;USD;1378014084;1378014084;1370214199;1375422084;1;0
kkst211073700;Spheres of Power: A New Pathfinder Magic System;Want a break from Vancian magic? Spheres of Power gives you a whole new way to run magic in your games.;1500;spheres-of-power-a-new-pathfinder-magic-system;;US;USD;1378015140;1378015140;1374692616;1375571632;966;1
kkst1879632312;CUBE VAULT- Metal Carrying Case for Transporting Card Games;Powder coated steel dual locking three row storage box designed to hold up to 975 DOUBLE sleeved standard size gaming cards.;8000;cube-vault-metal-carrying-case-for-transporting-ca;;US;USD;1378015200;1378015239;1374706858;1376426185;97;1
kkst2064664035;Help Jared & The Mill bring their debut album to all of you!;We are a Folk Rock group with no label/backing asking our lovely fans to join our journey in connecting us to the rest of the world!!;10000;help-jared-and-the-mill-bring-their-debut-album-to;;US;USD;1378017240;1378017240;1374193992;1375123232;177;1
kkst1485818746;ex machina [ex mach·in·a'];Very large scale photos in custom made reclaimed wood frames.  Each image represents 30 hour investment.  Site-specific art photographs;1714;ex-machina-ex-machina;;US;USD;1378017278;1378017278;1375461771;1376721278;2;0
kkst1945104773;Winners Webseries;"\"A comedy webseries following an entourage of struggling artists who don't have the talent to  make it  or the sense to give up.\"";7777;winners-webseries;;US;USD;1378018740;1378018741;1372367367;1375829829;98;1
kkst1742732293;"\"Project  CosPLAY : Where Cosplay Meets Music!\"";Come join a living music project, where life experiences meet lyrics and melodies meant for memories. YOU & ME, creating together!;7500;project-cosplay-where-cosplay-meets-music;;US;USD;1378018740;1378018741;1373520277;1375501330;8;0
kkst1625784742;Sleep, Wake, Forget;In a fallen world, a young man will stop at nothing to save his brother from becoming one of the creatures they have been running from.;8350;sleep-wake-forget;;US;USD;1378018800;1378018835;1347131944;1375895254;176;0
kkst421945758;Echoes of Silence - The past was over... until now.;A suicide note from the past is found and the silence from those who passed away becomes very unquiet.;300;echoes-of-silence;;GB;GBP;1378021729;1378021729;1375053828;1375429729;10;0
kkst10513942;The truth about football - life outside the league;Showing the real side of football - it's about mushy peas, not millions of pounds;3865;the-truth-about-football-life-outside-the-league;;GB;GBP;1378022856;1378022857;1375877980;1376035656;1;0
kkst1939673762;Trigger a revival by getting this book in front of eyes!;I've spent 20+ years studying the alleged conflict between Science & Theism. Using logic and data from Science, I show it to be false.;4000;trigger-a-revival-by-getting-this-book-in-front-of;;US;USD;1378029540;1378029541;1370222015;1374901767;9;1
kkst552337141;Fourah Bay College, Sierra Leone: A Decade On;Fourah Bay College has stood in Freetown since 1827. This film will explore its significance 11 years after a devastating civil war.;8000;fourah-bay-college-sierra-leone-a-decade-on;;GB;GBP;1378031133;1378031133;1375535095;1375871133;80;0
kkst414568208;YTIG: Young Talented Incredible Genius;This is an album I'm working on for independent release.;5000;ytig-young-talented-incredible-genius;;US;USD;1378033440;1378033440;1331313264;1375469319;0;0
kkst1792444062;HomeTown Games presents the next innovation in video games;We are defining the next generation of video games with our patent pending use of actual video of actual locations within the game.;45000;hometown-games-presents-the-next-innovation-in-vid;;US;USD;1378036243;1378036246;1374780606;1375444243;5;0
kkst2011598546;Eco-friendly Snowboards;A group of local, close-knit Colorado friends that are striving to make a cultural impact on the snowboarding community.;3500;eco-friendly-snowboards;;US;USD;1378040225;1378040225;1370710119;1375448225;27;0
